"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/refs_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/refs.csv?datainfo&rowcount&base_name=brachiopoda&select=taxonomy"
"Access Time","Tue 2017-11-07 07:33:38 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","brachiopoda"
"","ref_type","taxonomy"
"","taxon_status","all"
"Elapsed Time","1.46"
"Records Found","1982"
"Records Returned","1982"
"Records:"
"reference_no","record_type","ref_type","author1init","author1last","author2init","author2last","otherauthors","pubyr","reftitle","pubtitle","editors","pubvol","pubno","firstpage","lastpage","publication_type","language","doi"
"848","ref","auth,class","G.","Geyer","M.","Mergl","","1997","Protorthacean brachiopods from the Middle Cambrian of Morocco","Journal of Paleontology","","71","5","791","812","journal article","",""
"51249","ref","auth,class","G.","Geyer","J. S.","Peel","M. Streng, S. Voigt, J. Fischer, M. Preuße","2014","A remarkable Amgan (Middle Cambrian, Stage 5) fauna from the Sauk Tanga, Madygen region, Kyrgyzstan","Bulletin of Geosciences","","89","2","375","400","journal article","English","10.3140/bull.geosci.1434"
"57639","ref","class","A.","Ghaderi","A.","Sadeghi","A. R. Ashouri, D. Korn","2015","Study of Late Permian (Wuchiapingian) brachiopods of sedimentary succession at the Zal section, Northwest Iran","Paleontology","","2","","212","229","journal article","other",""
"62342","ref","auth","M.","Ghobadi Pour","M. R.","Kebriaee-Zadeh","L. Popov","2011","Early Ordovician (Tremadocian) brachiopods from the Eastern Alborz Mountains, Iran","Estonian Journal of Earth Sciences","","60","","65","82","journal article","English","10.3176/earth.2011.2.01"
"62439","ref","auth,class","M.","Ghobadi Pour","L. E.","Popov","M. R. Kebria-Ee Zadeh, C. Baars","2011","Middle Ordovician (Darriwilian) brachiopods associated with the Neseuretus biofacies, eastern Alborz Mountains, Iran","Memoirs of the Association of Australasian Palaeontologists","","42","","263","283","journal article","English",""
"27610","ref","auth","T.","Gillette","","","","1947","The Clinton of Western and Central New York","New York State Museum Bulletin","","","341","","","serial monograph","English",""
"12032","ref","auth,class","G. H.","Girty","","","","1927","Descriptions of new species of Carboniferous and Triassic fossils (from southeastern Idaho)","United States Geological Survey Professional Paper","","152","","411","446","serial monograph","",""
"15631","ref","auth,class","G. H.","Girty","","","","1909","The Guadalupian fauna","United States Geological Survey Professional Paper","","58","","1","651","serial monograph","English",""
"18661","ref","auth,class","G. H.","Girty","","","","1899","Devonian and Carboniferous fossils of the Yellowstone National Park","United States Geological Survey Monographs","","32","2","479","599","serial monograph","English",""
"29695","ref","auth","G. H.","Girty","","","","1910","The fauna of the Phosphate beds of the Park City Formation","United States Geological Survey Bulletin","","436","","1","82","serial monograph","English",""
"48287","ref","auth","G. H.","Girty","","","","1929","New Carboniferous invertebrates - II","Journal of the Washington Academy of Sciences","","19","","406","415","journal article","English",""
"48288","ref","auth,class","G. H.","Girty","","","","1934","Pleurotomaria pseudostrigillata nom. nov. and Chonetes acanthophorus nom. nov.","Journal of the Washington Academy of Sciences","","24","","541","","journal article","English",""
"48289","ref","auth","G. H.","Girty","","","","1931","New Carboniferous invertebrates - III","Journal of the Washington Academy of Sciences","","21","","390","397","journal article","English",""
"52358","ref","auth,class","G. H.","Girty","","","","1900","Devonian Fossils from southwestern Colorado. The Fauna of the Ouray Limestone","United States Geological Survey Annual Report","","20","2","31","36","journal article","English",""
"15945","ref","auth","G. H.","Girty","","","","1912","On some new genera and species of Pennsylvanian fossils from the Wewoka Formation of Oklahoma","Annals of the New York Academy of Sciences","","21","2","119","156","journal article","English",""
"18133","ref","auth,class","E.","Gischler","M. R.","Sandy","J. Peckmann","2003","Ibergirynchia contraria (F. A. Roemer, 1850), an Early Carboniferous seep-related Rhynchonellide brachiopod from the Harz Mountains, Germany - a possible cucessor to Dzieduszyckia?","Journal of Paleontology","","77","2","293","303","journal article","English",""
"42519","ref","auth","L.","Glauert","","","","1912","Permo-Carboniferous fossils from Byro Station, Murchison District","Records of the Western Australian Museum","","1","","75","77","journal article","English",""
"23818","ref","auth","L. C.","Glenn","","","","1904","Pelecypoda","Maryland Geological Survey","","Miocene","Text","274","401","journal article","English",""
"40875","ref","auth,class","I. V.","Glushenko","","","","1975","Brakhiopody nizhney Permi i iz znachenie dlya stratigrahii vostochno-Ukrainskogo Neftegazonosnogo basseyna","Stratigrafiya Verkhnego Paleozoya i Nizhnego Mezozoya Dneprovsko-Donetskoy Vpadiny","I. Y. Lapkin","","","83","118","book/book chapter","Russian",""
"37430","ref","class","D. J.","Gobbett","","","","1961","The Permian brachiopod genus Horridonia Chao","Palaeontology","","4","1","42","53","journal article","English",""
"38284","ref","auth,class","D. J.","Gobbett","","","","1963","Carboniferous and Permian brachiopods of Svalbard","Norsk Polarinstitutt Skrifter","","127","","1","201","serial monograph","English",""
"25859","ref","auth,class","D.","Goldman","C. E.","Mitchell","","1990","Morphology, Systematics, and Evolution of Middle Devonian Ambocoeliidae (Brachiopoda), Western New York","Journal of Paleontology","","64","1","79","99","journal article","English",""
"14972","ref","auth,class","C","Gonzalez-Gomez","","","","2005","LINGULIFORMEAN BRACHIOPODS OF THE MIDDLE–UPPER CAMBRIAN\r\nTRANSITION FROM THE VAL D’HOMS FORMATION,\r\nSOUTHERN MONTAGNE NOIRE, FRANCE","Journal of Paleontology","","79","1","29","47","journal article","English",""
"45670","ref","auth,class","M.","Gordon, Jr.","T. W.","Henry","","1990","Marginovatia, a Mid-Carboniferous Genus of Linoproductid Brachiopods","Journal of Paleontology","","64","4","532","551","journal article","English",""
"46064","ref","auth,class","M.","Gordon, Jr.","T. W.","Henry","J. D. Treworgy","1993","Late Mississippian Productoid Brachiopods Inflatia, Keokukia, and Adairia, Ozark Region of Oklahoma and Arkansas","Paleontological Society Memoir","","30","","1","29","journal article","English",""
"26650","ref","auth,class","A. W.","Grabau","","","","1931","The Permian of Mongolia","Natural History of Asia","","4","","1","665","serial monograph","English",""
"28593","ref","auth,class","A. W.","Grabau","","","","1934","Early Permian fossils of China. I. early Permian brachiopods, pelecypods, and gastropods of Kweichow","Paleontologia Sinica, ser. B.","","8","3","1","214","serial monograph","English",""
"15956","ref","auth","A. W.","Grabau","","","","1936","Early Permian fossils of China, part 2, Fauna of the Maping Limestone of Kwangsi and Kweichos","Paleontologia Sinica, ser. B.","","8","4","","","journal article","English",""
"17396","ref","auth,class","E.","Gradinaru","A.","Barbulescu","E. F. Owen","2006","Latest Albian (Vraconian) brachiopod fauna from North Dobrogea (Romania): taxonomy, palaeoecology and palaeobiogeography","Acta Geologica Polonica","","56","1","67","88","journal article","English",""
"11031","ref","auth,class","R. E.","Grant","","","","1976","Permian brachiopods from southern Thailand","Paleontological Society Memoir","","9","","1","269","serial monograph","",""
"11135","ref","auth","R. E.","Grant","","","","1970","Brachiopods from the Permian-Triassic boundary beds and age of Chhidru Formation, West Pakistan","Department of Geology, University of Kansas Special Publication","","4","","117","151","book/book chapter","English",""
"11299","ref","auth,class","R. E.","Grant","","","","1995","Upper Permian brachiopods of the Superfamily Orthotetoidea from Hydra Island, Greece","Journal of Paleontology","","69","4","655","670","journal article","",""
"15073","ref","auth,class","R. E.","Grant","","","","1993","Permian brachiopods from Khios Island, Greece","Journal of Paleontology Memoir","","67","4","1","21","serial monograph","English",""
"17814","ref","auth,class","R. E.","Grant","","","","1972","The lophophore and feeding mechanism of the Productidina (Brachiopoda)","Journal of Paleontology","","46","2","213","249","journal article","English",""
"27365","ref","auth,class","R. E.","Grant","","","","1965","The brachiopod superfamily Stenoscismatacea","Smithsonian Miscellaneous Contributions","","148","2","1","192","serial monograph","English",""
"27427","ref","class","R. E.","Grant","","","","1968","Structural adaptation in two Permian brachiopod genera, Salt Range, West Pakistan","Journal of Paleontology","","42","1","1","41","journal article","English",""
"27493","ref","auth,class","R. E.","Grant","","","","1993","The brachiopod family Gemmellaroiidae","Journal of Paleontology","","67","1","53","60","journal article","English",""
"27578","ref","auth,class","R. E.","Grant","","","","1971","Taxonomy and autecology of two arctic Permian rhynchonellid brachiopods","Smithsonian Contributions to Paleobiology","","3","","313","335","journal article","English",""
"33515","ref","auth,class","R. E.","Grant","","","","1988","The Family Cardiarinidae (Late Paleozoic rhynchonellid Brachiopoda)","Senckenbergiana Lethaea","","69","","121","135","journal article","English",""
"33090","ref","auth,class","D. I.","Gravestock","E. M.","Alexander","Y. E. Demidenko, N. V. Esakova, L. E. Holmer, J. B. Jago, T.-r. Lin, L. M. Melnikova, P. Yu. Parkhaev, A. Yu. Rozanov, G. T. Ushatinskaya, W.-l. Zang, E. A. Zhegallo, A. Yu. Zhuravelv","2001","The Cambrian biostratigraphy of the Stansbury Basin, South Australia","Russian Academy of Sciences, Transactions of the Palaeontological Institute","","282","","1","344","serial monograph","English",""
"29975","ref","auth,class","A. D.","Grigor'yeva","","","","1967","Certain brachiopods of Kazanian Stage","Paleontological Journal","","1","","58","71","journal article","English",""
"27922","ref","auth","A. D.","Grigorjeva","","","","1973","Tumarinia orientalis, in A new genus of Licharewiinae (Brachiopoda) from the Permian of Verkhoyan'ye and the northeast USSR","Paleontological Journal","","7","3","473","477","journal article","English",""
"32425","ref","auth,class","A. D.","Grigorjeva","","","","1977","Superfamily Strophalosiacea (and other names), in Pozdnepaleozoyskie produktidy Sibiri i Arktiki","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","161","","42","53","serial monograph","Russian",""
"37747","ref","auth,class","A. D.","Grigorjeva","","","","1977","Gladkosinusnye Spiriferidy verknego paleozoya Sibiri i Arktiki [Upper Paleozoic smooth-sinus spiriferids from Siberia and the Arctic], in Brakhiopody verkhnego paleozoya Sibiri i Arktiki [Upper Paleozoic brachiopods of Siberia and the Arctic]","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","162","","37","54","serial monograph","Russian",""
"27318","ref","auth,class","T. A.","Grunt","","","","1980","Athrididi Russkoi Platformi","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","182","","1","164","book/book chapter","Russian",""
"27412","ref","auth,class","T. A.","Grunt","","","","1986","Sistema Brakhiopod Otryada Atiridida","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","215","","1","199","serial monograph","Russian",""
"27473","ref","auth,class","T. A.","Grunt","","","","1993","New spiriferid brachiopods from Lower Permian of southeastern pamir","Paleontological Journal","","27","4","160","166","journal article","English",""
"27881","ref","auth,class","T. A.","Grunt","","","","1965","Athyridida, in The Development and Change of Marine Organisms at the Palaeozoic-Mesozoic Boundary","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","108","","237","253","book/book chapter","Russian",""
"33524","ref","auth,class","T. A.","Grunt","","","","1991","New Paleozoic athyridids (Brachiopods) from Mongolia","Paleontological Journal","","25","3","80","95","journal article","English",""
"34443","ref","auth,class","T. A.","Grunt","","","","1973","Taxonomic names, in Permian Brachiopoda of the Pamir","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","136","","1","211","serial monograph","Russian",""
"35784","ref","auth,class","T. A.","Grunt","","","","1977","Kamennougol'nye spiriferidy semeistva Martiniidae Sibiri i Arktiki [Carboniferous spiriferids of the family Martiniidae of the Siberia and Arctic], in Brakhiopody verkhnego paleozoya Sibiri i Arktiki [Upper Paleozoic brachiopods of Siberia and the Arctic]. Akadamiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","162","","63","71","serial monograph","Russian",""
"37759","ref","auth,class","T. A.","Grunt","","","","1977","Atirididy verknego paleozoya Sibiri i Arktiki [Upper Paleozoic athyridids of Siberia and the Arctic], in Brakhiopody verkhnego paleozoya Sibiri i Arktiki [Upper Paleozoic brachiopods of Siberia and the Arctic]","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","162","","71","92","serial monograph","Russian",""
"27409","ref","auth,class","T. A.","Grunt","V. Y.","Dmitriev","","1973","Permian Brachiopoda of the Pamir","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","136","","1","211","book/book chapter","Russian",""
